tree_id	leaves_num	depth	nodes_num	root	feature_importance	class_current_depth	L	feature_importance	class_current_depth	R	feature_importance	class_current_depth	L_L	feature_importance	class_current_depth	L_R	feature_importance	class_current_depth	R_L	feature_importance	class_current_depth	R_R	feature_importance	class_current_depth	L_L_L	feature_importance	class_current_depth	L_L_R	feature_importance	class_current_depth	L_R_L	feature_importance	class_current_depth	L_R_R	feature_importance	class_current_depth	R_L_L	feature_importance	class_current_depth	R_L_R	feature_importance	class_current_depth	R_R_L	feature_importance	class_current_depth	R_R_R	feature_importance	class_current_depth
141	8486	30	16971	1_U<=0.5	0.4952854420415942	Animal	22_C<=0.5	0.40857596611964003	Animal	6_U<=0.5	0.5720399875039051	Plant	5_U<=0.5	0.431765918642455	Animal	17_A<=0.5	0.22068743976871186	Animal	19_C<=0.5	0.6040467050543826	Plant	9_U<=0.5	0.4577263638960297	Animal	19_U<=0.5	0.4117871343755106	Animal	7_C<=0.5	0.4852105493224537	Animal	11_A<=0.5	0.19617224880382775	Animal	12_U<=0.5	0.32231404958677684	Animal	7_A<=0.5	0.4949841605068638	Animal	3_U<=0.5	0.7717126623376623	Plant	15_A<=0.5	0.4971571526040482	Animal	7_G<=0.5	0.39117082533589254	Animal
142	8552	30	17103	1_U<=0.5	0.49455630126771066	Animal	17_A<=0.5	0.40841088045812457	Animal	19_U<=0.5	0.5688319703749422	Plant	10_A<=0.5	0.3849885460180569	Animal	1_A<=0.5	0.5002642240620045	Plant	24_A<=0.5	0.6094187192118227	Plant	23_A<=0.5	0.42233285917496444	Animal	24_A<=0.5	0.338629835604718	Animal	4_C<=0.5	0.5135593220338983	Plant	18_A<=0.5	0.5696044845842416	Plant	7_G<=0.5	0.4099756690997567	Animal	6_U<=0.5	0.6124089624706491	Plant	3_A<=0.5	0.3064516129032258	Animal	11_G<=0.5	0.44242699349372067	Animal	16_U<=0.5	0.10688836104513064	Animal
143	8592	30	17183	22_C<=0.5	0.4984671472367222	Animal	9_U<=0.5	0.5204532077692761	Plant	18_U<=0.5	0.29847749707210974	Animal	6_U<=0.5	0.5695058102413485	Plant	6_G<=0.5	0.39420232695720764	Animal	16_G<=0.5	0.322041657129778	Animal	10_U<=0.5	0.23445273631840796	Animal	11_G<=0.5	0.6040165617970202	Plant	12_U<=0.5	0.4447064371610469	Animal	22_A<=0.5	0.3454361614118945	Animal	23_U<=0.5	0.5166128287955699	Plant	12_C<=0.5	0.3514880952380952	Animal	1_A<=0.5	0.22398414271555997	Animal	10_G<=0.5	0.21044176706827308	Animal	11_C<=0.5	0.3168044077134986	Animal
144	8342	30	16683	22_U<=0.5	0.5011185682326622	Plant	22_A<=0.5	0.5511231010599625	Plant	2_U<=0.5	0.17762099269711598	Animal	1_U<=0.5	0.58984375	Plant	19_U<=0.5	0.2876978202448492	Animal	7_G<=0.5	0.15256967939423233	Animal	12_G<=0.5	0.2606837606837607	Animal	12_G<=0.5	0.49231288254855654	Animal	22_C<=0.5	0.6713807969700633	Plant	19_G<=0.5	0.3182559087204564	Animal	20_C<=0.5	0.20391061452513967	Animal	20_C<=0.5	0.13406873143826897	Animal	9_A<=0.5	0.21098459477561957	Animal	20_U<=0.5	0.22855133614627285	Animal	19_U<=0.5	0.3622222222222222	Animal
145	8398	30	16795	23_U<=0.5	0.4971745795012014	Animal	6_A<=0.5	0.5159333647980142	Plant	25_G<=0.5	0.15519439133205865	Animal	9_G<=0.5	0.4896609733872287	Animal	10_A<=0.5	0.5939755691282621	Plant	13_G<=0.5	0.1479541734860884	Animal	7_G<=0.5	0.42168674698795183	Animal	22_G<=0.5	0.4595644681184396	Animal	18_C<=0.5	0.5779125321572951	Plant	15_A<=0.5	0.5005420641803989	Plant	22_U<=0.5	0.7602237654320988	Plant	24_A<=0.5	0.17149643705463183	Animal	17_G<=0.5	0.09578947368421052	Animal	7_C<=0.5	0.5223880597014925	Plant	34_C<=0.5	0.0	leaf
146	8482	30	16963	8_U<=0.5	0.5012014251387853	Plant	3_U<=0.5	0.5276486474520742	Plant	23_A<=0.5	0.42245072836332476	Animal	21_C<=0.5	0.556075283697758	Plant	5_A<=0.5	0.41408668730650156	Animal	23_U<=0.5	0.43450767841011745	Animal	9_G<=0.5	0.2	Animal	22_G<=0.5	0.522654730894816	Plant	1_U<=0.5	0.6587399977459709	Plant	1_C<=0.5	0.4432866924679964	Animal	22_U<=0.5	0.3297506448839209	Animal	10_A<=0.5	0.453416149068323	Animal	25_A<=0.5	0.1395617070357555	Animal	3_G<=0.5	0.16434108527131783	Animal	15_U<=0.5	0.37037037037037035	Animal
147	8362	30	16723	22_U<=0.5	0.4988980031485624	Animal	22_G<=0.5	0.5481118720587672	Plant	2_C<=0.5	0.18015115846859125	Animal	23_U<=0.5	0.6063537776177834	Plant	9_A<=0.5	0.21742462953500255	Animal	19_U<=0.5	0.16279069767441862	Animal	3_G<=0.5	0.2567024128686327	Animal	23_A<=0.5	0.6186845276721981	Plant	21_U<=0.5	0.19645608628659475	Animal	24_U<=0.5	0.198292220113852	Animal	8_C<=0.5	0.2978723404255319	Animal	20_C<=0.5	0.1753193242686444	Animal	9_A<=0.5	0.12753623188405797	Animal	19_G<=0.5	0.208298755186722	Animal	18_A<=0.5	0.45993031358885017	Animal
148	8427	30	16853	23_U<=0.5	0.5011517109951115	Plant	20_C<=0.5	0.5191063874418768	Plant	5_C<=0.5	0.1739407454603377	Animal	19_C<=0.5	0.47700590565187484	Animal	3_G<=0.5	0.6371069600478628	Plant	2_C<=0.5	0.1502442996742671	Animal	19_C<=0.5	0.2591508052708638	Animal	22_G<=0.5	0.39900726821485555	Animal	22_A<=0.5	0.6346181401346898	Plant	23_G<=0.5	0.5822694311102032	Plant	22_U<=0.5	0.7393373952779894	Plant	1_A<=0.5	0.12076806467913087	Animal	12_A<=0.5	0.27253668763102723	Animal	3_U<=0.5	0.2	Animal	17_U<=0.5	0.40404040404040403	Animal
149	8429	30	16857	22_G<=0.5	0.5029745629298202	Plant	1_A<=0.5	0.5442888669051061	Plant	23_G<=0.5	0.22387867883305487	Animal	19_U<=0.5	0.5771171777371912	Plant	12_G<=0.5	0.4195580715850986	Animal	2_A<=0.5	0.20317642008871084	Animal	17_C<=0.5	0.4065656565656566	Animal	4_C<=0.5	0.6156165301336907	Plant	11_G<=0.5	0.43304843304843305	Animal	20_C<=0.5	0.36260548523206754	Animal	10_G<=0.5	0.5478028503562945	Plant	25_G<=0.5	0.2314928425357873	Animal	9_A<=0.5	0.13720819437827536	Animal	15_G<=0.5	0.26522593320235754	Animal	19_C<=0.5	0.6607773851590106	Plant
150	8514	30	17027	8_G<=0.5	0.49574944071588367	Animal	22_A<=0.5	0.44331356969682423	Animal	23_C<=0.5	0.6126511827036284	Plant	21_U<=0.5	0.46830755826617293	Animal	20_U<=0.5	0.25714865138917053	Animal	22_C<=0.5	0.6240331491712707	Plant	26_G<=0.5	0.26109215017064846	Animal	2_A<=0.5	0.497417155708613	Animal	23_A<=0.5	0.3681537903518317	Animal	14_G<=0.5	0.2870662460567823	Animal	5_U<=0.5	0.18490304709141275	Animal	6_A<=0.5	0.6517057827244133	Plant	3_A<=0.5	0.3322704081632653	Animal	12_U<=0.5	0.2504378283712785	Animal	21_A<=0.5	0.6666666666666666	Plant
151	8306	29	16611	22_G<=0.5	0.4997597149722429	Animal	22_A<=0.5	0.5418697638994668	Plant	1_G<=0.5	0.21712460063897765	Animal	1_U<=0.5	0.5797499237572431	Plant	2_A<=0.5	0.2789537345025703	Animal	26_C<=0.5	0.20293363714041585	Animal	8_A<=0.5	0.3412204234122042	Animal	10_C<=0.5	0.47587543121780634	Animal	8_G<=0.5	0.6685795110123257	Plant	4_G<=0.5	0.32750710072099626	Animal	14_U<=0.5	0.16985763377515956	Animal	21_C<=0.5	0.19945550938529874	Animal	23_C<=0.5	0.7674418604651163	Plant	6_C<=0.5	0.2912621359223301	Animal	23_U<=0.5	0.5081081081081081	Plant
152	8360	30	16719	22_U<=0.5	0.5008202833706189	Plant	22_G<=0.5	0.548913354576504	Plant	5_C<=0.5	0.18321572580645162	Animal	10_A<=0.5	0.6053261720935437	Plant	23_G<=0.5	0.2225530813050233	Animal	9_G<=0.5	0.173115461692616	Animal	14_U<=0.5	0.22843340234644582	Animal	20_G<=0.5	0.5621544327931364	Plant	11_C<=0.5	0.7081346954218691	Plant	10_G<=0.5	0.2014245014245014	Animal	27_U<=0.5	0.43323863636363635	Animal	18_U<=0.5	0.14680316785783273	Animal	8_A<=0.5	0.2770992366412214	Animal	2_A<=0.5	0.1951923076923077	Animal	16_A<=0.5	0.31295843520782396	Animal
153	8584	30	17167	2_A<=0.5	0.5015328527632779	Plant	22_C<=0.5	0.5442946872546454	Plant	9_U<=0.5	0.36624577382184503	Animal	2_U<=0.5	0.5709539744895484	Plant	24_U<=0.5	0.306025140875596	Animal	6_A<=0.5	0.42600059002851803	Animal	10_G<=0.5	0.22571692876965774	Animal	21_U<=0.5	0.5532176873211893	Plant	22_G<=0.5	0.6068990825688073	Plant	9_A<=0.5	0.30269662921348317	Animal	23_C<=0.5	0.39634146341463417	Animal	22_A<=0.5	0.34102704179186016	Animal	7_G<=0.5	0.644538110291535	Plant	3_C<=0.5	0.1898773970449544	Animal	13_G<=0.5	0.32545931758530183	Animal
154	8634	30	17267	20_C<=0.5	0.5009694258016406	Plant	16_G<=0.5	0.4580751290082701	Animal	22_G<=0.5	0.6201778557114228	Plant	22_G<=0.5	0.4247440436321883	Animal	12_G<=0.5	0.5383138820638821	Plant	14_C<=0.5	0.669703055515708	Plant	9_U<=0.5	0.2793682132280355	Animal	10_A<=0.5	0.46366910481565365	Animal	8_U<=0.5	0.18755656108597285	Animal	17_A<=0.5	0.48386742756804213	Animal	19_C<=0.5	0.6651329243353783	Plant	19_U<=0.5	0.6294647374279065	Plant	23_G<=0.5	0.7676767676767676	Plant	1_C<=0.5	0.3363028953229399	Animal	12_C<=0.5	0.16642120765832105	Animal
155	8241	30	16481	23_U<=0.5	0.5001077139779601	Plant	22_A<=0.5	0.5178010471204189	Plant	24_A<=0.5	0.16715927750410509	Animal	22_C<=0.5	0.5452213082647865	Plant	10_C<=0.5	0.2934294871794872	Animal	20_U<=0.5	0.15472481827622014	Animal	12_G<=0.5	0.3974358974358974	Animal	22_G<=0.5	0.5698999413973477	Plant	24_G<=0.5	0.31722478443954283	Animal	6_A<=0.5	0.2583370386838595	Animal	2_A<=0.5	0.3840413318025258	Animal	24_G<=0.5	0.18002028397565922	Animal	10_G<=0.5	0.10032715376226826	Animal	9_A<=0.5	0.3008849557522124	Animal	25_U<=0.5	0.6511627906976745	Plant
156	8376	30	16751	2_A<=0.5	0.4992128593918303	Animal	24_U<=0.5	0.5406012741076883	Plant	4_C<=0.5	0.3684609552691433	Animal	3_G<=0.5	0.5457780149887695	Plant	22_C<=0.5	0.2727272727272727	Animal	6_C<=0.5	0.3213175885643257	Animal	8_G<=0.5	0.4622039134912461	Animal	4_C<=0.5	0.5245088628655532	Plant	20_C<=0.5	0.5942536279442865	Plant	14_A<=0.5	0.22561863173216884	Animal	5_U<=0.5	0.45054945054945056	Animal	10_A<=0.5	0.3684981684981685	Animal	9_U<=0.5	0.20749381406857548	Animal	20_G<=0.5	0.2488872403560831	Animal	6_A<=0.5	0.7285780453913849	Plant
157	8453	30	16905	19_U<=0.5	0.49845057585549757	Animal	7_A<=0.5	0.5429328583530638	Plant	20_G<=0.5	0.35532569192060387	Animal	8_G<=0.5	0.5216298746739615	Plant	4_G<=0.5	0.5888074525652442	Plant	22_A<=0.5	0.38757305444478624	Animal	12_G<=0.5	0.2862788144895719	Animal	22_A<=0.5	0.4837103677177046	Animal	23_G<=0.5	0.6233021077283373	Plant	10_A<=0.5	0.653910589895071	Plant	5_G<=0.5	0.3621853898096992	Animal	6_U<=0.5	0.40637266220272455	Animal	20_C<=0.5	0.2383134738771769	Animal	2_C<=0.5	0.2665684830633284	Animal	9_G<=0.5	0.3439655172413793	Animal
158	8580	29	17159	19_U<=0.5	0.4979202916563096	Animal	5_G<=0.5	0.5407732750600402	Plant	20_G<=0.5	0.3577091887300014	Animal	8_G<=0.5	0.5699402119220979	Plant	20_C<=0.5	0.46151371350438347	Animal	17_U<=0.5	0.3971667873022438	Animal	2_U<=0.5	0.27205387205387205	Animal	19_C<=0.5	0.5220095693779905	Plant	10_A<=0.5	0.6720081511670989	Plant	2_A<=0.5	0.4157816482582838	Animal	12_U<=0.5	0.6042426251242956	Plant	17_A<=0.5	0.4302704233328614	Animal	16_A<=0.5	0.3075153374233129	Animal	6_A<=0.5	0.25021108922037716	Animal	8_U<=0.5	0.3580931263858093	Animal
159	8382	30	16763	22_G<=0.5	0.4977711492252879	Animal	8_G<=0.5	0.5398097050428163	Plant	10_G<=0.5	0.21436818473380373	Animal	19_U<=0.5	0.48757025810240207	Animal	6_A<=0.5	0.6510810649830246	Plant	5_A<=0.5	0.19507640067911713	Animal	21_U<=0.5	0.2740157480314961	Animal	9_G<=0.5	0.521713332097163	Plant	20_C<=0.5	0.3829013187812642	Animal	5_C<=0.5	0.5887504210171774	Plant	10_A<=0.5	0.8017504579686546	Plant	23_G<=0.5	0.21573724007561437	Animal	2_C<=0.5	0.14234016887816647	Animal	21_A<=0.5	0.3267248215701824	Animal	9_U<=0.5	0.17080745341614906	Animal
160	8375	30	16749	20_C<=0.5	0.5001242853591847	Plant	8_U<=0.5	0.458014753694029	Animal	23_U<=0.5	0.6193954020068588	Plant	22_U<=0.5	0.48083517950896787	Animal	23_C<=0.5	0.3934581043956044	Animal	22_G<=0.5	0.6397253037506603	Plant	24_A<=0.5	0.1079734219269103	Animal	9_U<=0.5	0.5306966387445657	Plant	1_A<=0.5	0.17797337913267497	Animal	22_A<=0.5	0.40099537859936013	Animal	3_G<=0.5	0.17929292929292928	Animal	18_C<=0.5	0.6847397035823342	Plant	25_A<=0.5	0.28771112405358185	Animal	21_U<=0.5	0.1	Animal	7_U<=0.5	0.3181818181818182	Animal
161	8476	29	16951	9_U<=0.5	0.5000082856906123	Plant	14_G<=0.5	0.5464489683124539	Plant	23_G<=0.5	0.3808285562319012	Animal	11_G<=0.5	0.5652607408302617	Plant	15_A<=0.5	0.4861514623281038	Animal	17_A<=0.5	0.39574146402923016	Animal	11_U<=0.5	0.15472779369627507	Animal	3_U<=0.5	0.5340717345216978	Plant	21_U<=0.5	0.6374561842764146	Plant	1_A<=0.5	0.42701589170100057	Animal	11_A<=0.5	0.6	Plant	7_G<=0.5	0.3715052015604681	Animal	7_A<=0.5	0.4792717086834734	Animal	24_G<=0.5	0.10807453416149068	Animal	3_U<=0.5	0.30991735537190085	Animal
162	8345	30	16689	19_C<=0.5	0.5040351313281962	Plant	9_U<=0.5	0.4331920315601186	Animal	2_A<=0.5	0.6520425924029897	Plant	23_U<=0.5	0.47475635928649335	Animal	7_A<=0.5	0.3378269292864062	Animal	22_C<=0.5	0.6985113268608414	Plant	15_U<=0.5	0.47624877571008817	Animal	22_G<=0.5	0.4916552057391369	Animal	15_A<=0.5	0.1756578947368421	Animal	8_G<=0.5	0.3626585144927536	Animal	23_U<=0.5	0.2761529808773903	Animal	22_U<=0.5	0.7248345769393214	Plant	12_G<=0.5	0.3979099678456592	Animal	9_U<=0.5	0.28793610760823873	Animal	17_G<=0.5	0.7390029325513197	Plant
163	8406	30	16811	19_C<=0.5	0.49977628635346755	Animal	22_A<=0.5	0.42901264829885283	Animal	2_A<=0.5	0.6474499974423245	Plant	22_G<=0.5	0.45497590961953815	Animal	20_U<=0.5	0.22874839812046135	Animal	16_C<=0.5	0.6901317489020925	Plant	6_G<=0.5	0.48487084870848707	Animal	23_U<=0.5	0.5053466138112529	Plant	10_G<=0.5	0.20689089417555373	Animal	15_U<=0.5	0.25155740136458027	Animal	10_C<=0.5	0.17009916094584288	Animal	20_U<=0.5	0.7064546146688098	Plant	9_U<=0.5	0.6374556374556375	Plant	18_C<=0.5	0.5295690936106984	Plant	16_G<=0.5	0.27	Animal
164	8495	30	16989	4_A<=0.5	0.500024857071837	Plant	23_U<=0.5	0.484864684263281	Animal	23_G<=0.5	0.5440776699029126	Plant	20_C<=0.5	0.5019056133251776	Plant	11_C<=0.5	0.18166596902469653	Animal	2_A<=0.5	0.559154265706013	Plant	17_G<=0.5	0.17028380634390652	Animal	6_A<=0.5	0.4506239559791687	Animal	11_U<=0.5	0.632651356993737	Plant	6_U<=0.5	0.16205962059620596	Animal	16_G<=0.5	0.24816176470588236	Animal	22_G<=0.5	0.6148830385524493	Plant	17_A<=0.5	0.29434546862896976	Animal	22_G<=0.5	0.14578587699316628	Animal	2_G<=0.5	0.2375	Animal
165	8408	30	16815	8_G<=0.5	0.5004225702212279	Plant	1_A<=0.5	0.44924924924924925	Animal	22_G<=0.5	0.6142094017094017	Plant	23_U<=0.5	0.48229127899764296	Animal	3_A<=0.5	0.33567849909391323	Animal	6_A<=0.5	0.6499493716123652	Plant	16_A<=0.5	0.3034697048161574	Animal	20_C<=0.5	0.5006044763927463	Plant	25_A<=0.5	0.1403294691885296	Animal	22_U<=0.5	0.29736605806644717	Animal	18_G<=0.5	0.4305298258614302	Animal	2_U<=0.5	0.5889688650820221	Plant	7_G<=0.5	0.8004544515595952	Plant	25_G<=0.5	0.27825512227362853	Animal	13_U<=0.5	0.39473684210526316	Animal
166	8359	29	16717	8_G<=0.5	0.5001739995028586	Plant	8_C<=0.5	0.4483458251778298	Animal	22_A<=0.5	0.6178526909110618	Plant	19_C<=0.5	0.46810365056484865	Animal	1_U<=0.5	0.39948603166708113	Animal	19_U<=0.5	0.6457436633189861	Plant	10_C<=0.5	0.347069065583285	Animal	13_G<=0.5	0.39494687362287617	Animal	9_G<=0.5	0.6269132653061225	Plant	24_A<=0.5	0.33692409678488566	Animal	13_G<=0.5	0.46209985072151266	Animal	15_U<=0.5	0.6938880706921944	Plant	22_U<=0.5	0.4380559085133418	Animal	21_A<=0.5	0.2916666666666667	Animal	5_G<=0.5	0.46617915904936014	Animal
167	8430	30	16859	20_G<=0.5	0.5004888557461264	Plant	20_C<=0.5	0.5331062699483752	Plant	9_U<=0.5	0.38903528033962814	Animal	23_U<=0.5	0.48686079545454547	Animal	1_U<=0.5	0.6243076335391864	Plant	19_C<=0.5	0.43009851184238107	Animal	6_U<=0.5	0.29393203883495145	Animal	12_G<=0.5	0.5039866996912429	Plant	10_A<=0.5	0.15103127079174983	Animal	21_U<=0.5	0.46379423328964614	Animal	3_G<=0.5	0.7263355201499532	Plant	4_U<=0.5	0.36060122372971537	Animal	15_G<=0.5	0.6882411067193676	Plant	22_G<=0.5	0.33901665344964316	Animal	23_U<=0.5	0.2227784730913642	Animal
168	8240	30	16479	3_G<=0.5	0.5001574281216339	Plant	23_U<=0.5	0.47206161080588277	Animal	4_A<=0.5	0.5629018431204458	Plant	22_U<=0.5	0.48866402921485086	Animal	11_C<=0.5	0.1809693196976434	Animal	14_C<=0.5	0.5178123813140904	Plant	13_U<=0.5	0.6708492453173305	Plant	1_U<=0.5	0.5411401791540607	Plant	13_G<=0.5	0.17925848198670863	Animal	3_A<=0.5	0.1473389355742297	Animal	25_G<=0.5	0.3103448275862069	Animal	22_U<=0.5	0.4225770925110132	Animal	1_U<=0.5	0.7294981640146879	Plant	6_U<=0.5	0.7157748436414176	Plant	7_A<=0.5	0.5067681895093062	Plant
169	8453	30	16905	23_G<=0.5	0.5021791366310382	Plant	23_C<=0.5	0.5157872689508317	Plant	24_G<=0.5	0.24672346002621232	Animal	2_A<=0.5	0.5276425717399201	Plant	1_G<=0.5	0.22346618898343037	Animal	9_C<=0.5	0.19664804469273742	Animal	11_U<=0.5	0.6130790190735694	Plant	19_C<=0.5	0.5689843120527039	Plant	7_A<=0.5	0.39200746384699114	Animal	27_C<=0.5	0.19989775051124745	Animal	2_U<=0.5	0.3898916967509025	Animal	24_U<=0.5	0.16794625719769674	Animal	13_G<=0.5	0.2961730449251248	Animal	2_U<=0.5	0.4841628959276018	Animal	9_U<=0.5	0.8082191780821918	Plant
170	8516	29	17031	3_U<=0.5	0.5016819951942995	Plant	22_A<=0.5	0.5200268704341254	Plant	22_A<=0.5	0.4329215516563066	Animal	1_U<=0.5	0.5490113292519879	Plant	6_U<=0.5	0.2730361782930242	Animal	17_U<=0.5	0.4468704512372635	Animal	4_C<=0.5	0.34362259755387303	Animal	12_G<=0.5	0.44473455178416016	Animal	23_U<=0.5	0.6371861471861472	Plant	20_C<=0.5	0.3136766334440753	Animal	14_A<=0.5	0.16750539180445723	Animal	6_A<=0.5	0.48026985743380857	Animal	24_U<=0.5	0.3632015306122449	Animal	16_U<=0.5	0.312256049960968	Animal	19_U<=0.5	0.43577981651376146	Animal
171	8478	30	16955	18_C<=0.5	0.5013837103322561	Plant	21_U<=0.5	0.4647964420116319	Animal	1_A<=0.5	0.5986060606060606	Plant	2_U<=0.5	0.490220782337413	Animal	23_G<=0.5	0.38414692168617376	Animal	6_G<=0.5	0.6424543700845823	Plant	10_A<=0.5	0.40304434149569823	Animal	16_U<=0.5	0.4606652806652807	Animal	16_G<=0.5	0.5667671763945725	Plant	19_U<=0.5	0.40110678417708545	Animal	22_A<=0.5	0.16378162450066577	Animal	23_U<=0.5	0.6602024406394854	Plant	7_A<=0.5	0.5779153766769866	Plant	19_G<=0.5	0.3093121197941039	Animal	16_A<=0.5	0.6293785310734463	Plant
172	8372	30	16743	9_U<=0.5	0.5019968514375673	Plant	22_A<=0.5	0.5499100512016237	Plant	2_A<=0.5	0.37970212515452995	Animal	23_A<=0.5	0.5790990990990991	Plant	19_C<=0.5	0.29835847382431235	Animal	22_U<=0.5	0.4296844259069804	Animal	6_C<=0.5	0.23130841121495327	Animal	7_A<=0.5	0.590524579697808	Plant	20_A<=0.5	0.23767885532591415	Animal	8_U<=0.5	0.24944320712694878	Animal	21_C<=0.5	0.41098901098901097	Animal	17_C<=0.5	0.48208955223880595	Animal	8_C<=0.5	0.14695520885757424	Animal	13_G<=0.5	0.28258565877781705	Animal	8_U<=0.5	0.13112491373360938	Animal
173	8365	30	16729	21_U<=0.5	0.49719115088242605	Animal	22_U<=0.5	0.5279868297271872	Plant	22_G<=0.5	0.39107050762543283	Animal	22_C<=0.5	0.5755533223853526	Plant	2_U<=0.5	0.2030805290473799	Animal	3_A<=0.5	0.4545621950096676	Animal	17_U<=0.5	0.13679941002949852	Animal	19_C<=0.5	0.6103778254413463	Plant	27_A<=0.5	0.28987141890367696	Animal	14_A<=0.5	0.1762652705061082	Animal	16_C<=0.5	0.2915766738660907	Animal	23_C<=0.5	0.4894466628636623	Animal	5_U<=0.5	0.3910106521174331	Animal	4_U<=0.5	0.16747868453105969	Animal	5_A<=0.5	0.08971962616822429	Animal
174	8372	30	16743	19_U<=0.5	0.4990140028171348	Animal	8_G<=0.5	0.5425384448776261	Plant	22_G<=0.5	0.35724867724867726	Animal	19_G<=0.5	0.4844984998548247	Animal	6_A<=0.5	0.6611085480788242	Plant	22_U<=0.5	0.3993915321558354	Animal	24_C<=0.5	0.1443210930828352	Animal	10_A<=0.5	0.5310907237512742	Plant	15_G<=0.5	0.37769516728624536	Animal	20_G<=0.5	0.5942354482500468	Plant	4_C<=0.5	0.8203699576554491	Plant	22_A<=0.5	0.4637952559300874	Animal	4_G<=0.5	0.12066636650157586	Animal	24_A<=0.5	0.13324538258575197	Animal	2_G<=0.5	0.5147058823529411	Plant
175	8356	30	16711	10_C<=0.5	0.4975060071256939	Animal	23_U<=0.5	0.514426145793438	Plant	1_U<=0.5	0.4379261257211358	Animal	8_G<=0.5	0.5332438478747203	Plant	2_C<=0.5	0.1483899042645779	Animal	22_U<=0.5	0.32498764618678966	Animal	22_U<=0.5	0.5321605277625069	Plant	19_C<=0.5	0.4807302893722647	Animal	22_G<=0.5	0.6474222411589263	Plant	3_G<=0.5	0.12824675324675325	Animal	24_A<=0.5	0.2311111111111111	Animal	5_C<=0.5	0.3462996209854379	Animal	16_A<=0.5	0.22400756143667297	Animal	8_G<=0.5	0.5788577619563535	Plant	13_A<=0.5	0.1619631901840491	Animal
176	8307	29	16613	18_C<=0.5	0.5013671389510316	Plant	2_A<=0.5	0.46586400018139357	Animal	19_C<=0.5	0.5977712104420638	Plant	22_U<=0.5	0.5146335683393566	Plant	9_G<=0.5	0.3067182213629773	Animal	20_C<=0.5	0.5170576785165454	Plant	3_G<=0.5	0.7193334361981176	Plant	22_A<=0.5	0.562999489882673	Plant	3_U<=0.5	0.18791637950838502	Animal	10_C<=0.5	0.2832521543649307	Animal	23_A<=0.5	0.3870829769033362	Animal	19_U<=0.5	0.41051817478731634	Animal	22_C<=0.5	0.7260315533980582	Plant	6_A<=0.5	0.4992887624466572	Animal	7_G<=0.5	0.8879803761242846	Plant
177	8390	30	16779	23_U<=0.5	0.4970585798326291	Animal	23_G<=0.5	0.5151986032300305	Plant	9_A<=0.5	0.15863192182410424	Animal	8_G<=0.5	0.5307672455111898	Plant	25_U<=0.5	0.236381644106966	Animal	24_A<=0.5	0.13613013698630136	Animal	25_G<=0.5	0.23024523160762944	Animal	18_G<=0.5	0.4791958985429034	Animal	4_G<=0.5	0.6419760269987199	Plant	28_C<=0.5	0.21852487135506005	Animal	18_C<=0.5	0.6929824561403509	Plant	14_G<=0.5	0.1213218650973291	Animal	6_G<=0.5	0.3937007874015748	Animal	5_U<=0.5	0.2057142857142857	Animal	17_G<=0.5	0.7352941176470589	Plant
178	8566	28	17131	19_U<=0.5	0.49800314856243266	Animal	6_U<=0.5	0.5419396973984979	Plant	1_U<=0.5	0.35794587092297014	Animal	19_G<=0.5	0.5791538865401089	Plant	5_U<=0.5	0.40375538682536427	Animal	13_C<=0.5	0.2910588870880605	Animal	20_C<=0.5	0.4286326006280331	Animal	14_C<=0.5	0.6259059367771781	Plant	18_C<=0.5	0.46082544638501316	Animal	23_G<=0.5	0.35808283695802745	Animal	8_G<=0.5	0.5342303126236644	Plant	1_A<=0.5	0.3056323427781617	Animal	7_G<=0.5	0.23886138613861385	Animal	22_G<=0.5	0.36215564045847576	Animal	12_C<=0.5	0.5912444663059518	Plant
179	8372	30	16743	23_G<=0.5	0.49891457452978705	Animal	19_U<=0.5	0.5129524640209333	Plant	22_U<=0.5	0.2324503311258278	Animal	19_C<=0.5	0.5583663795068143	Plant	22_G<=0.5	0.36476537517661933	Animal	24_A<=0.5	0.26748166259168704	Animal	17_A<=0.5	0.15897435897435896	Animal	22_G<=0.5	0.4698960818406049	Animal	4_U<=0.5	0.6726380111766856	Plant	10_C<=0.5	0.4090014316392269	Animal	24_A<=0.5	0.14707177454865697	Animal	9_U<=0.5	0.2513542795232936	Animal	22_G<=0.5	0.41708542713567837	Animal	2_U<=0.5	0.1836461126005362	Animal	11_A<=0.5	0.07860262008733625	Animal
180	8492	30	16983	20_C<=0.5	0.4998757146408153	Animal	6_A<=0.5	0.4566579106890281	Animal	16_A<=0.5	0.6216780561883067	Plant	9_U<=0.5	0.41986136226642556	Animal	22_U<=0.5	0.5641228765073497	Plant	23_C<=0.5	0.5957834211787254	Plant	9_G<=0.5	0.6720059601415533	Plant	20_A<=0.5	0.46362793162846166	Animal	17_A<=0.5	0.3258373659740013	Animal	19_C<=0.5	0.6153381033961504	Plant	9_U<=0.5	0.21070931849791377	Animal	8_A<=0.5	0.6108280891019878	Plant	2_G<=0.5	0.24056603773584906	Animal	12_C<=0.5	0.5973254086181278	Plant	8_C<=0.5	0.7974051896207585	Plant
